time,aet,ppt,tmax,tmin,mean temp
1985-12-31,83.50146,208.57193648726854,30.543085,19.934834,25.23896
1986-12-31,86.93237,157.75529875578704,30.79191,20.183662,25.487787
1987-12-31,81.50632,96.1259910300926,31.787848,21.179598,26.48372
1988-12-31,80.18824,155.3654296875,31.121275,20.513021,25.817148
1989-12-31,88.89844,159.96636284722226,30.760887,20.152636,25.456762
1990-12-31,87.54669,101.58752531828704,31.071432,20.463182,25.76731
1991-12-31,80.60296,111.34553313078705,31.384148,20.775894,26.080019
1992-12-31,84.93206,110.48567346643519,31.669024,21.060776,26.364899
1993-12-31,91.49473,120.93047236689814,31.573671,20.965422,26.269547
1994-12-31,91.03823,158.0748191550926,31.356478,20.74823,26.052355
1995-12-31,85.44309,151.7761863425926,31.550909,20.942663,26.246786
1996-12-31,88.61198,152.1515697337963,31.429987,20.821737,26.125862
1997-12-31,85.05875,129.3067599826389,31.815943,21.207693,26.511818
1998-12-31,87.52169,114.72811053240741,32.318684,21.710436,27.014563
1999-12-31,82.58549,125.13058087384259,31.215773,20.607521,25.911646
2000-12-31,87.175606,161.7979781539352,31.297516,20.689266,25.993391
2001-12-31,92.141716,134.47720630787038,31.56555,20.9573,26.261423
2002-12-31,92.188545,131.25108506944446,31.386261,20.778011,26.082136
2003-12-31,90.47236,122.01773003472222,31.514969,20.906717,26.210844
2004-12-31,86.86987,151.8849971064815,31.414667,20.806417,26.110542
2005-12-31,92.60196,128.55711805555555,31.919655,21.311403,26.61553
2006-12-31,94.62601,162.2408420138889,31.393919,20.78567,26.089792
2007-12-31,92.70876,128.11811704282408,31.554855,20.946604,26.25073
2008-12-31,84.757034,145.77686631944445,31.523336,20.915087,26.21921
2009-12-31,88.27627,170.4521339699074,31.845291,21.237041,26.541166
2010-12-31,93.71746,122.90668402777779,32.39327,21.785017,27.08914
2011-12-31,89.030495,170.42978153935186,31.554153,20.945904,26.250029
2012-12-31,90.26159,123.79273726851852,31.678057,21.069807,26.373932
2013-12-31,94.6946,147.2146629050926,31.763952,21.155703,26.45983
2014-12-31,85.988,144.16742259837966,31.45527,20.847021,26.151146
2015-12-31,84.37428,116.60879267939816,32.197857,21.589607,26.89373
2016-12-31,94.73933,130.2368308738426,32.744576,21.793703,27.26914
2017-12-31,89.57125,138.4886646412037,32.372715,21.651924,27.012321
2018-12-31,88.16314,137.6294451678241,31.976622,21.33995,26.658285
2019-12-31,82.497505,130.99174985532406,32.5013,21.893051,27.19718
2020-12-31,83.807335,144.37790436921298,31.825758,21.21743,26.521593
2021-12-31,91.91601,137.45777633101852,31.674723,21.066473,26.370598
2022-12-31,91.86599,144.40560257523148,31.539557,20.915207,26.22738
